0	143961	274538
1	369373	92815
2	216437	252147
3	523230	172616
4	111448	239064
5	190595	111194
6	376521	361245
7	27620	76896
8	376347	439443
9	198590	431431
10	512985	363991
11	45550	296222
12	463132	156609
13	30270	351362
14	300701	345822
15	360705	419201
16	228261	125909
17	84163	420914
18	409100	170099
19	414340	447043
20	299593	380868
21	77102	426852
22	557422	115927
23	398604	377738
24	558539	185475
25	161308	140929
26	509536	435312
27	216133	478120
28	492800	430774
29	485710	575405
30	89790	498687
31	228350	127050
32	479248	132540
33	418757	205239
34	409042	215901
35	376046	505638
36	460312	410576
37	229960	276552
38	275749	10986
39	334185	427118
40	440900	377355
41	348791	459034
42	463012	468171
43	504541	287858
44	344633	156232
45	16238	472557
46	245049	460652
47	340811	292363
48	174544	23879
49	546642	359310
50	66271	312056
51	242100	137842
52	64332	109045
53	342377	378873
54	439410	381108
55	247609	419558
56	93887	578595
57	247285	428985
58	204059	19322
59	55010	82468
60	23937	470145
61	375823	110081
62	486290	165795
63	43202	395575
64	237720	116678
65	141671	211189
66	434142	503148
67	65899	155478
68	148766	571804
69	383289	363119
70	118401	2315
71	420963	59732
72	432570	102345
73	544574	130262
74	164848	247625
75	546475	493472
76	315219	288391
77	283717	356787
78	135155	81081
79	524575	509735
80	13943	384513
81	99428	16897
82	521967	482720
83	539678	275025
84	338219	92093
85	491366	40602
86	436582	447558
87	321968	215244
88	513659	200739
89	512630	321861
90	923	116750
91	49731	23359
92	356612	195800
93	172616	307332
94	44677	85674
95	200162	401935
96	31280	171632
97	273551	359277
98	286708	339738
99	469996	519784
100	417023	248300
101	133034	570242
102	118367	297520
103	93411	217039
104	404608	243495
105	499388	88432
106	302388	18358
107	509750	229221
108	356368	335326
109	338948	346717
110	378327	527575
111	492647	428178
112	362122	16775
113	397522	135785
114	268322	312746
115	261981	15978
116	91849	188592
117	442993	174345
118	134328	393858
119	91267	97337
120	25316	209441
121	370388	441430
122	176118	311385
123	547816	490567
124	291834	155007
125	14880	340386
126	332901	199610
127	463388	308160
128	275120	286146
129	91227	276195
130	22257	320425
131	96110	442214
132	445008	228676
133	169250	271820
134	212322	20273
135	128679	350485
136	205134	111104
137	262161	455716
138	185756	274803
139	373677	232905
140	215897	560851
141	273246	68204
142	119911	293802
143	194208	54358
144	536166	183155
145	88162	558854
146	267314	430989
147	294698	252054
148	488030	228893
149	146451	182078
150	229478	209824
151	13980	121087
152	473124	369379
153	29056	269282
154	2149	367689
155	286708	339738
156	569565	382905
157	419624	521838
158	542095	509379
159	127702	218947
160	216428	503294
161	526751	561270
162	461522	197745
163	203131	60088
164	572008	377486
165	255448	225565
166	292032	314412
167	187743	445999
168	86840	29913
169	288442	210990
170	539226	197226
171	14547	205911
172	291048	309316
173	178415	5600
174	152326	482275
175	403820	79392
176	580986	113159
177	236865	286606
178	196483	353347
179	483368	56669
180	548706	372816
181	101884	312263
182	197424	394251
183	236985	382603
184	81004	396845
185	232807	411201
186	89487	550423
187	269942	534426
188	182784	94261
189	552654	520147
190	55059	75032
191	293895	170700
192	105179	47596
193	528404	426175
194	553094	288002
195	23995	396568
196	60132	13473
197	94823	145781
198	439516	146120
199	310564	461092
200	410344	2255
201	555696	227042
202	438560	307511
203	510643	569565
204	358939	276036
205	186730	158744
206	218678	513039
207	169076	407202
208	546569	363736
209	473427	512339
210	568195	488934
211	227316	455352
212	262672	445048
213	13632	364699
214	119845	472484
215	508230	18824
216	355552	209357
217	418680	303342
218	140006	184945
219	447449	153782
220	75481	372471
221	215565	556028
222	165455	487428
223	458932	256222
224	156928	459922
225	253695	223243
226	538741	24040
227	335472	99242
228	29160	337194
229	319677	21551
230	97626	405222
231	295105	242543
232	348791	344741
233	493772	401018
234	463555	560841
235	280515	197175
236	512830	491282
237	300216	238355
238	24053	339761
239	18794	157948
240	12323	243495
241	417031	342271
242	222788	504500
243	210050	527220
244	513037	87574
245	372307	248774
246	469088	252213
247	265574	512495
248	296243	408307
249	463454	210789
250	307206	14733
251	130522	289716
252	258346	465601
253	425280	93964
254	300632	440434
255	235517	23821
256	442214	413971
257	91612	27519
258	254540	107087
259	178370	470924
260	304365	134844
261	34657	200047
262	398246	491000
263	419106	468935
264	123545	537631
265	417608	105812
266	83494	551908
267	251404	314154
268	424293	359626
269	218439	539888
270	163759	426075
271	563951	49660
272	418471	429623
273	238141	351554
274	512276	90839
275	574837	284560
276	215356	235491
277	409855	524392
278	501531	86835
279	348083	541606
280	519688	290684
281	434787	155125
282	484584	207832
283	428064	179711
284	502410	354491
285	315899	163033
286	112867	208560
287	63403	155355
288	82554	127161
289	164710	396274
290	396692	403862
291	104544	280515
292	288465	503418
293	89078	493279
294	44022	168146
295	323760	144809
296	247692	30719
297	442143	76087
298	173379	290081
299	460035	280918
300	33979	294695
301	385580	210782
302	456192	302361
303	367929	476460
304	65239	196248
305	198510	378825
306	125435	434634
307	504000	351930
308	501531	86835
309	538364	168580
310	235203	47425
311	358039	117170
312	99747	351149
313	402855	145549
314	26609	458702
315	377427	244792
316	138492	321810
317	367074	288161
318	368949	381925
319	124452	374368
320	291541	405306
321	571437	287443
322	363522	147681
323	481398	189966
324	111104	314074
325	41077	548878
326	208566	303204
327	108408	278899
328	327845	559778
329	10386	1655
330	506085	525058
331	151528	361055
332	97146	59328
333	247986	448974
334	426897	221932
335	229000	460035
336	213276	418535
337	3837	566931
338	373591	185160
339	314388	221561
340	557780	519351
341	221095	499157
342	532855	319647
343	328026	475586
344	13992	114855
345	133679	458549
346	551907	564276
347	536426	302089
348	222299	143767
349	239985	325969
350	164179	415874
351	351335	476731
352	581422	448705
353	119845	498596
354	61106	99875
355	367468	388009
356	528462	28881
357	456558	15581
358	487151	507223
359	414501	506872
360	532989	291330
361	450889	383462
362	52691	517823
363	519945	231655
364	68993	350214
365	156466	576941
366	108272	327663
367	417374	250594
368	354547	573363
369	561681	202886
370	504091	39357
371	537301	284594
372	146149	328091
373	220137	411138
374	165039	144251
375	17882	118450
376	293218	371973
377	92053	81484
378	105711	342933
379	54718	467873
380	405736	74832
381	135566	361730
382	273416	291936
383	540498	476597
384	129587	288729
385	431092	39009
386	147058	310072
387	127626	486632
388	167854	328403
389	349841	457348
390	31521	289392
391	476873	107939
392	218926	372009
393	364266	497441
394	364126	449828
395	107244	84123
396	169849	358345
397	1803	306444
398	346759	72776
399	486805	539129
400	207059	259986
401	546670	394510
402	324715	459440
403	505213	312103
404	381360	424548
405	207041	187169
406	461156	269932
407	230031	304853
408	116461	67065
409	451835	161586
410	495973	141828
411	76956	472509
412	246005	218721
413	577614	86011
414	6012	16161
415	440409	165202
416	19456	279491
417	257214	477698
418	388531	169198
419	484915	108193
420	318361	31442
421	115300	371004
422	150292	208050
423	386584	69293
424	385205	66413
425	244151	566173
426	333018	326911
427	159898	229553
428	135561	251343
429	271560	281534
430	109046	12706
431	522393	383513
432	259452	318550
433	237735	217060
434	576052	391933
435	114868	355000
436	491131	549965
437	11655	557190
438	426795	450282
439	197369	87864
440	264489	421401
441	326863	39790
442	121959	86429
443	457901	346154
444	557679	421360
445	11241	106614
446	20349	440991
447	347228	224337
448	370090	272416
449	416700	23084
450	213399	445365
451	272673	220741
452	470145	23937
453	333190	3983
454	4840	60989
455	417830	405882
456	280083	299116
457	285967	477010
458	135690	41077
459	565353	82551
460	126163	41848
461	80671	337453
462	334240	139077
463	85750	330405
464	154154	12817
465	11169	445298
466	77596	59635
467	318356	248911
468	433044	384010
469	495199	263428
470	4134	328730
471	120535	62311
472	425369	221776
473	453166	89487
474	417588	485406
475	422200	172315
476	96183	22158
477	192763	84200
478	54562	403864
479	9791	246145
480	175942	188891
481	29648	183884
482	502	93419
483	446894	269395
484	541897	225919
485	28174	33731
486	8119	126895
487	213831	303566
488	554711	168650
489	162156	576070
490	339761	421882
491	204887	274655
492	304984	402528
493	261679	446005
494	443492	390068
495	317592	304633
496	191501	405213
497	375341	208690
498	514979	133237
499	96215	505335
500	524280	547413
501	133667	570579
502	186042	445048
503	119779	264659
504	175096	32812
505	486388	487076
506	84982	89614
507	451496	498709
508	118134	495894
509	498032	529270
510	208163	138896
511	199943	450004
512	551086	316254
513	203509	257971
514	286176	115752
515	57508	85795
516	287527	389480
517	186322	123053
518	194525	505636
519	358247	310202
520	185240	540006
521	397279	93730
522	538792	578099
523	203370	340701
524	180447	523580
525	445597	206620
